mal_id,title,type,source,episodes,aired_from,duration,rating,score,scored_by,rank,popularity,members,favorites,season,studios,producers,licensors,genres
11995,Guilstein,Movie,Original,1.0,2002-06-15,1 hr 31 min,R - 17+ (violence & profanity),5.59,542.0,12872.0,12910,1860,3,,ACC Production,Inconnu,Inconnu,Action|Horror|Sci-Fi
11997,Tsundere Inran Shoujo Sukumi,OVA,Visual novel,2.0,2012-02-17,18 min per ep,Rx - Hentai,6.5,3721.0,,7341,9781,28,,Studio 9 Maiami,DAX Production|White Bear|Mediabank,Inconnu,Hentai
12001,One Piece 3D: Gekisou! Trap Coaster,Movie,Manga,1.0,2011-12-01,12 min,PG-13 - Teens 13 or older,6.74,10852.0,6503.0,4817,27939,25,,Toei Animation,Inconnu,Inconnu,Action|Adventure|Fantasy
12005,What's Michael?,OVA,Manga,1.0,1985-11-25,55 min,PG-13 - Teens 13 or older,5.67,662.0,12591.0,12798,1945,5,,Kitty Film Mitaka Studio,Kitty Films,Inconnu,Comedy
12015,Tiger & Bunny Movie 1: The Beginning,Movie,Original,1.0,2012-09-22,1 hr 32 min,PG-13 - Teens 13 or older,7.43,12257.0,2523.0,4837,27715,23,,Sunrise,Tohokushinsha Film Corporation,VIZ Media,Action|Comedy|Mystery
12017,Tiger & Bunny Movie 2: The Rising,Movie,Original,1.0,2014-02-08,1 hr 40 min,PG-13 - Teens 13 or older,7.73,14791.0,1355.0,4370,34724,49,,Sunrise,Inconnu,VIZ Media,Action|Comedy|Mystery|Sci-Fi
12021,Poyopoyo Kansatsu Nikki,TV,4-koma manga,52.0,2012-01-08,3 min per ep,PG - Children,7.67,10128.0,1534.0,5188,23359,158,winter,Studio Deen,DAX Production|Dream Creation|Möbius Tone,Inconnu,Slice of Life
12027,Anne no Nikki: Anne Frank Monogatari,TV Special,Book,1.0,1979-09-28,1 hr 22 min,G - All Ages,6.23,266.0,9633.0,14279,1285,1,,Nippon Animation,Inconnu,Inconnu,Drama
12029,Uchuu Senkan Yamato 2199,OVA,Original,26.0,2012-05-25,25 min per ep,PG-13 - Teens 13 or older,8.32,42078.0,308.0,2030,126029,1945,,Xebec|AIC,Production I.G|Bandai Visual|OLM|Lantis|Shochiku|Bandai|Tohokushinsha Film Corporation|Bandai Namco Games|Voyager Entertainment,Funimation,Action|Drama|Sci-Fi
12031,Kingdom,TV,Manga,38.0,2012-06-04,25 min per ep,R - 17+ (violence & profanity),7.87,90545.0,1003.0,1077,260645,2357,summer,Studio Pierrot,NHK|Sogo Vision,Funimation,Action
12035,Dwaeji-ui Wang,Movie,Unknown,1.0,2011-11-03,1 hr 36 min,R - 17+ (violence & profanity),6.62,2688.0,7269.0,7946,7947,30,,Inconnu,Studio Dadashow,Inconnu,Drama|Suspense
12037,What's Michael? 2,OVA,Manga,1.0,1988-07-25,44 min,G - All Ages,5.81,411.0,11907.0,14995,1077,0,,Kitty Film Mitaka Studio,Kitty Films,Inconnu,Comedy
12039,What's Michael? (TV),TV,Manga,45.0,1988-04-15,25 min per ep,PG - Children,6.04,191.0,10736.0,14316,1275,1,spring,Daume,Inconnu,Inconnu,Comedy
12049,Fairy Tail Movie 1: Houou no Miko,Movie,Manga,1.0,2012-08-18,1 hr 26 min,PG-13 - Teens 13 or older,7.38,128882.0,2737.0,1223,230620,566,,Satelight|A-1 Pictures,TV Tokyo|Dentsu,Funimation,Action|Adventure|Fantasy
12053,Mardock Scramble: The Third Exhaust,Movie,Novel,1.0,2012-09-29,1 hr 8 min,R+ - Mild Nudity,7.36,18508.0,2854.0,4208,37329,58,,GoHands,Aniplex|Starchild Records,Sentai Filmworks,Action|Sci-Fi|Suspense
12055,Brandish,OVA,Manga,2.0,2012-06-22,16 min per ep,Rx - Hentai,6.72,7931.0,,5702,18258,80,,Studio Eromatick,Mary Jane,Inconnu,Fantasy|Hentai
12057,My Imouto: Koakuma na A-Cup,OVA,Light novel,2.0,2012-07-06,15 min per ep,Rx - Hentai,6.67,5530.0,,6492,13145,41,,Lyrics,Mary Jane|Studio 1st,Inconnu,Hentai
12059,Otome Dori,OVA,Manga,2.0,2012-05-25,20 min per ep,Rx - Hentai,5.6,11782.0,,5010,25525,228,,Seven,Mary Jane,Inconnu,Hentai
12061,Injuu Seisen XX,OVA,Original,4.0,1997-06-13,27 min per ep,Rx - Hentai,5.56,508.0,,13025,1796,3,,Arms,Daiei,Central Park Media,Action|Supernatural|Hentai
12065,Queen's Blade OVA Specials,Special,Other,2.0,2011-10-29,20 min per ep,R+ - Mild Nudity,6.01,3980.0,10882.0,6769,11895,8,,Arms,Genco|Media Factory|Hobby Japan,Inconnu,Action|Adventure|Fantasy|Ecchi
12067,Rurouni Kenshin Special,Special,Manga,1.0,1998-12-02,25 min,PG-13 - Teens 13 or older,7.31,10163.0,3145.0,5294,22296,28,,Studio Deen,SME Visual Works|Fuji TV,Media Blasters,Action|Romance
12069,Hajime no Ippo: Boxer no Kobushi,Special,Manga,1.0,2003-03-21,23 min,PG-13 - Teens 13 or older,8.09,36437.0,600.0,3148,63380,92,,Madhouse,VAP,Discotek Media|Geneon Entertainment USA,Sports
12079,Black★Rock Shooter,Music,Other,1.0,2008-06-13,4 min,PG-13 - Teens 13 or older,7.06,35081.0,,2947,71343,325,,Inconnu,Inconnu,Inconnu,Action|Fantasy
12101,Lyrical Magic: Suteki na Mahou,Music,Unknown,1.0,2001-06-29,3 min,G - All Ages,5.98,1708.0,,10357,3929,6,,Inconnu,Inconnu,Inconnu,Inconnu
12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,Movie,Manga,1.0,2012-06-23,1 hr 32 min,R+ - Mild Nudity,7.87,148476.0,993.0,1212,233114,787,,Studio 4°C,VAP|Hakusensha|Movic|Yahoo! Japan|Lucent Pictures Entertainment|Good Smile Company|Beyond C.|KDDI,VIZ Media,Action|Adventure|Drama|Fantasy|Horror
12115,Berserk: Ougon Jidai-hen III - Kourin,Movie,Manga,1.0,2013-02-01,1 hr 52 min,R+ - Mild Nudity,8.21,153396.0,421.0,1145,246915,1696,,Studio 4°C,VAP|Hakusensha|Movic|Yahoo! Japan|Lucent Pictures Entertainment|Good Smile Company|Beyond C.|KDDI,VIZ Media,Action|Adventure|Drama|Fantasy|Horror
12117,Meitantei Conan Movie 16: 11-ninme no Striker,Movie,Manga,1.0,2012-04-14,1 hr 50 min,G - All Ages,7.71,28054.0,1407.0,3630,49095,33,,TMS Entertainment,Inconnu,Inconnu,Adventure|Comedy|Mystery|Sports
12119,Natsu-iro Kiseki,TV,Original,12.0,2012-04-06,24 min per ep,PG-13 - Teens 13 or older,7.08,16586.0,4565.0,3758,46470,105,spring,Sunrise,Aniplex|Lantis|Mainichi Broadcasting System|Atelier Musa|MusicRay’n,Inconnu,Slice of Life|Supernatural
12121,Towa no Kizuna,Music,Original,1.0,2011-10-19,3 min,G - All Ages,6.08,2655.0,,9438,5175,4,,Inconnu,Inconnu,Inconnu,Inconnu
12123,Yurumates 3D,TV,4-koma manga,13.0,2012-04-03,3 min per ep,PG-13 - Teens 13 or older,6.27,4296.0,9474.0,7544,9114,10,spring,C2C,DAX Production|Takeshobo|Right Gauge|Dwango Music Entertainment,Inconnu,Slice of Life
12131,30-sai no Hoken Taiiku Specials,Special,Book,3.0,2011-07-22,10 min per ep,R+ - Mild Nudity,6.09,2155.0,10398.0,8360,7046,4,,Gathering,Inconnu,Inconnu,Comedy|Romance|Ecchi
12133,Sekaikei Sekai Ron,OVA,Original,1.0,2009-01-01,4 min,G - All Ages,5.81,540.0,11895.0,14102,1342,2,,Inconnu,Inconnu,Sentai Filmworks,Sci-Fi
12135,Ra/Radio Noise*Planet,OVA,Original,1.0,2010-01-01,2 min,PG-13 - Teens 13 or older,5.75,512.0,12165.0,14607,1186,1,,Inconnu,Inconnu,Sentai Filmworks,Adventure|Sci-Fi
12137,Robotica*Robotics,OVA,Original,1.0,2010-08-16,10 min,PG-13 - Teens 13 or older,6.74,7094.0,6506.0,6030,15850,63,,CoMix Wave Films,Inconnu,Sentai Filmworks,Boys Love|Sci-Fi
12139,Wanpaku Tanteidan,TV,Unknown,35.0,1968-02-01,25 min per ep,PG-13 - Teens 13 or older,7.07,489.0,4687.0,13700,1488,2,winter,Mushi Production,Fuji TV,Inconnu,Action|Mystery
12141,Kaze no Matasaburou,OVA,Novel,1.0,1988-08-20,29 min,G - All Ages,6.06,900.0,10596.0,12623,2063,1,,Madhouse|Project Team Argos,Konami,Inconnu,Fantasy|Slice of Life
12143,Swing Out Sisters,OVA,Manga,1.0,2011-11-25,30 min,Rx - Hentai,7.29,7481.0,,5700,18295,81,,Tryforce,BreakBottle,Inconnu,Hentai
12145,Backkom,TV,Original,52.0,2005-01-01,3 min per ep,G - All Ages,5.96,1164.0,11087.0,12163,2340,6,,RG Animation Studios,Inconnu,Inconnu,Comedy
12149,AKB0048,TV,Original,13.0,2012-04-29,23 min per ep,PG-13 - Teens 13 or older,7.36,29893.0,2817.0,3092,65146,687,spring,Satelight,Starchild Records|Magic Capsule|GANSIS,Sentai Filmworks,Sci-Fi
12157,Busou Chuugakusei: Basket Army,ONA,Manga,5.0,2011-12-22,4 min per ep,PG-13 - Teens 13 or older,5.67,2662.0,12541.0,8425,6897,4,,asread.|StudioRF Inc.,Enterbrain|Aube,Inconnu,Action
12163,Ginga Tetsudou 999: Hoshizora wa Time Machine,Movie,Unknown,1.0,2007-07-14,32 min,G - All Ages,6.3,206.0,9247.0,14365,1254,0,,Toei Animation,Inconnu,Inconnu,Drama|Sci-Fi
12165,Niji no Kanata e! Shoujo Diana Monogatari,TV Special,Other,1.0,1986-05-01,23 min,G - All Ages,5.17,361.0,14037.0,15049,1061,1,,Aubeck,Inconnu,Inconnu,Inconnu
12175,Koi to Senkyo to Chocolate,TV,Visual novel,12.0,2012-07-06,24 min per ep,PG-13 - Teens 13 or older,6.96,108203.0,5177.0,1055,266528,483,summer,AIC Build,Aniplex|AIC|Lantis|TBS|Magic Capsule,Sentai Filmworks,Drama|Romance
12181,Nihon Omoshiro Mukashibanashi,TV,Unknown,12.0,2011-11-28,12 min per ep,G - All Ages,,,19121.0,17999,549,1,fall,Inconnu,Crossphere,Inconnu,Comedy
12185,Mameushi-kun (TV),TV,Picture book,52.0,2007-10-06,15 min per ep,G - All Ages,,,18474.0,19446,427,0,fall,TMS Entertainment,Sotsu,Inconnu,Comedy|Fantasy
12187,Carnival Phantasm EX Season,OVA,Manga,1.0,2011-11-26,20 min,PG-13 - Teens 13 or older,7.46,29403.0,2351.0,3518,51873,15,,Lerche,Notes,Inconnu,Comedy|Supernatural
12189,Hyouka,TV,Novel,22.0,2012-04-23,25 min per ep,PG-13 - Teens 13 or older,8.05,689424.0,662.0,100,1477384,28178,spring,Kyoto Animation,Lantis|Kadokawa Shoten|KlockWorx|chara-ani.com|Animation Do,Funimation,Mystery|Slice of Life
12191,Smile Precure!,TV,Original,48.0,2012-02-05,24 min per ep,G - All Ages,6.95,26547.0,5252.0,3487,52689,498,winter,Toei Animation,Saban Brands,Inconnu,Action
12221,Precure All Stars Movie New Stage: Mirai no Tomodachi,Movie,Original,1.0,2012-03-17,1 hr 13 min,G - All Ages,7.23,3218.0,3652.0,8338,7096,9,,Toei Animation,Marvelous AQL,Inconnu,Inconnu
12223,s.CRY.ed Alteration II: Quan,Movie,Original,1.0,2012-03-10,1 hr 33 min,PG-13 - Teens 13 or older,6.77,1154.0,6348.0,9895,4500,0,,Sunrise,Inconnu,Inconnu,Action|Adventure|Sci-Fi
12225,Galaxy Angel S,OVA,Original,1.0,2004-04-23,24 min,PG-13 - Teens 13 or older,6.88,1074.0,5631.0,11313,2977,2,,Madhouse,Bandai Visual,Nozomi Entertainment|Bandai Entertainment,Comedy|Sci-Fi
12231,Dragon Ball: Episode of Bardock,Special,Manga,1.0,2011-12-17,19 min,PG-13 - Teens 13 or older,7.23,78993.0,3621.0,2032,126009,128,,Toei Animation,Inconnu,Inconnu,Action|Adventure|Comedy|Fantasy|Sci-Fi
12237,Koi-ken!: Watashitachi Anime ni Nacchatta!,ONA,Manga,12.0,2012-03-01,4 min per ep,R+ - Mild Nudity,5.67,1760.0,12562.0,8941,5993,6,,Marvy Jack,Inconnu,Inconnu,Ecchi
12243,Game Center Arashi,TV,Manga,26.0,1982-05-04,24 min per ep,PG-13 - Teens 13 or older,6.8,437.0,6132.0,14124,1333,3,spring,Shin-Ei Animation,Inconnu,Inconnu,Comedy
12259,Mikeneko Holmes no Yuurei Joushu,OVA,Novel,1.0,1992-07-21,44 min,PG-13 - Teens 13 or older,5.82,372.0,11833.0,15005,1074,0,,AIC,Inconnu,Inconnu,Comedy|Drama|Mystery
12267,Takara-sagashi,Movie,Picture book,1.0,2011-06-04,9 min,G - All Ages,6.28,412.0,9401.0,11954,2497,0,,Studio Ghibli,Inconnu,Inconnu,Adventure|Fantasy
12279,Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,Movie,Manga,1.0,2002-07-20,40 min,PG-13 - Teens 13 or older,7.02,721.0,4874.0,12908,1862,0,,Toei Animation,Inconnu,Inconnu,Action|Comedy|Drama|Romance
12281,Rinne no Lagrange Season 2,TV,Original,12.0,2012-07-08,23 min per ep,PG-13 - Teens 13 or older,7.01,13761.0,4947.0,4578,31381,22,summer,Xebec,Production I.G|Bandai Visual|Yomiuri Telecasting|flying DOG,VIZ Media,Comedy|Sci-Fi
12291,Acchi Kocchi,TV,4-koma manga,12.0,2012-04-06,24 min per ep,PG-13 - Teens 13 or older,7.47,155237.0,2300.0,816,339995,2798,spring,AIC,Pony Canyon|TBS|DAX Production|BS-TBS|Jumondou|Houbunsha,Sentai Filmworks,Comedy|Romance
12293,Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,TV,Light novel,13.0,2012-07-06,24 min per ep,PG-13 - Teens 13 or older,6.9,220575.0,5490.0,654,412779,1329,summer,Diomedéa,Lantis|AT-X|Barnum Studio|Magic Capsule|Warner Bros. Japan|KlockWorx|Shueisha|Bulls Eye,Sentai Filmworks,Action|Comedy|Romance|Supernatural|Ecchi
12295,Tobacco to Hai,Movie,Other,1.0,1965-10-01,4 min,G - All Ages,5.37,765.0,13617.0,13350,1645,1,,Mushi Production,Inconnu,Inconnu,Adventure
12317,Upotte!!,ONA,Manga,10.0,2012-04-07,24 min per ep,PG-13 - Teens 13 or older,6.45,32155.0,8366.0,2843,75423,172,,Xebec,Kadokawa Shoten|DAX Production|Nippon Columbia,Sentai Filmworks,Action|Comedy|Ecchi
12321,Thermae Romae,TV Special,Manga,3.0,2012-01-13,24 min per ep,PG-13 - Teens 13 or older,6.94,13447.0,5301.0,4748,28806,35,,DLE,Dentsu|Fuji TV|TOHO|Sony Music Entertainment,Discotek Media,Comedy
12337,Soukou Kihei Votoms Recaps,OVA,Original,4.0,1986-02-21,57 min per ep,PG-13 - Teens 13 or older,6.07,276.0,10557.0,14466,1228,0,,Sunrise,Inconnu,Inconnu,Drama|Sci-Fi
12341,Trip Trek,ONA,Original,4.0,2003-01-01,5 min per ep,G - All Ages,4.62,226.0,14688.0,17660,582,0,,Manglobe,Inconnu,Inconnu,Adventure|Comedy|Fantasy
12343,Dirty Pair Flash 2,OVA,Light novel,5.0,1995-06-01,27 min per ep,R+ - Mild Nudity,6.75,2257.0,6422.0,9001,5902,10,,Sunrise,VAP,ADV Films|Nozomi Entertainment,Action|Adventure|Comedy|Sci-Fi|Ecchi
12347,Dirty Pair Flash 3,OVA,Light novel,5.0,1995-12-21,26 min per ep,R+ - Mild Nudity,6.68,2109.0,6897.0,9152,5620,1,,Sunrise,VAP,ADV Films|Nozomi Entertainment,Action|Adventure|Comedy|Sci-Fi|Ecchi
12351,eX-Driver the Movie Specials,Special,Original,3.0,2002-10-25,3 min per ep,PG-13 - Teens 13 or older,6.1,481.0,10348.0,13779,1462,1,,Inconnu,Bandai Visual|Genco,Geneon Entertainment USA,Comedy
12355,Ookami Kodomo no Ame to Yuki,Movie,Original,1.0,2012-07-21,1 hr 57 min,PG-13 - Teens 13 or older,8.56,486043.0,131.0,246,867185,11873,,Studio Chizu,Madhouse|VAP|Dentsu|Yomiuri Telecasting|Kadokawa Shoten|TOHO|Hiroshima Television,Funimation|GKIDS,Award Winning|Slice of Life|Supernatural
12359,Pecola,TV,Picture book,26.0,2002-10-06,25 min per ep,G - All Ages,5.8,239.0,11944.0,16143,796,6,fall,Milky Cartoon,Yomiko Advertising|Nelvana,Inconnu,Inconnu
12361,Track City,TV,Unknown,26.0,2000-01-05,24 min per ep,PG - Children,5.95,569.0,11183.0,13406,1624,0,winter,SBS TV Production,Inconnu,Inconnu,Action
12365,Bakuman. 3rd Season,TV,Manga,25.0,2012-10-06,24 min per ep,PG-13 - Teens 13 or older,8.52,203683.0,150.0,790,348002,2945,fall,J.C.Staff,NHK|Shueisha,Inconnu,Comedy|Drama|Romance
12367,Shining Hearts: Shiawase no Pan,TV,Game,12.0,2012-04-13,23 min per ep,PG-13 - Teens 13 or older,6.15,17902.0,10110.0,3690,47788,57,spring,Production I.G,Avex Entertainment|Sega|DAX Production|Volks,Sentai Filmworks,Action|Fantasy|Gourmet
12371,Bosco no Mori no Nakama-tachi,Special,Book,1.0,2003-07-25,5 min,G - All Ages,5.88,160.0,11505.0,18916,468,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
12373,Star☆Jewel,OVA,Original,1.0,2011-12-08,42 min,Rx - Hentai,6.39,2674.0,,8257,7241,45,,Zyc,Inconnu,Inconnu,Girls Love|Hentai
12375,Maki-chan to Now.,OVA,Visual novel,4.0,2012-02-24,30 min per ep,Rx - Hentai,7.39,12337.0,,4647,30518,226,,Collaboration Works,Inconnu,Inconnu,Hentai
12391,Mouretsu Atarou (1990),TV,Manga,34.0,1990-04-21,24 min per ep,G - All Ages,,,18911.0,17548,594,0,spring,Toei Animation,TV Asahi,Inconnu,Comedy
12393,Oyako Club,TV,Original,1818.0,1994-10-03,5 min per ep,G - All Ages,5.51,462.0,13171.0,13634,1517,0,fall,Eiken,Fuji TV,Inconnu,Comedy
12397,Original Video Romance Animation,OVA,Unknown,2.0,1984-11-30,23 min per ep,Rx - Hentai,4.59,264.0,,15487,945,0,,Inconnu,Inconnu,Inconnu,Comedy|Hentai
12399,Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold,OVA,Unknown,1.0,1988-07-25,59 min,PG-13 - Teens 13 or older,5.24,293.0,13911.0,15312,991,1,,Toei Animation,Inconnu,Inconnu,Action|Sci-Fi
12401,The Gakuen Choujo-tai,OVA,Light novel,1.0,1991-06-27,45 min,R+ - Mild Nudity,6.24,844.0,9623.0,12690,2019,2,,Magic Bus,Inconnu,Inconnu,Action|Supernatural
12403,Yuru Yuri♪♪,TV,Manga,12.0,2012-07-03,23 min per ep,PG-13 - Teens 13 or older,7.81,118645.0,1160.0,1326,209741,988,summer,Doga Kobo,Sotsu|Pony Canyon|DAX Production,NIS America,Comedy|Girls Love
12411,Inga Nikki,ONA,Original,10.0,2011-10-05,22 sec per ep,G - All Ages,6.05,2947.0,10656.0,8228,7304,2,,Bones,Inconnu,Sentai Filmworks,Comedy
12413,Jormungand,TV,Manga,12.0,2012-04-11,24 min per ep,R+ - Mild Nudity,7.79,163209.0,1184.0,680,397114,3311,spring,White Fox,Geneon Universal Entertainment|Shogakukan-Shueisha Productions,Funimation,Action|Adventure
12419,Guilty Crown: Kiseki - Reassortment,TV Special,Original,1.0,2012-01-03,48 min,R - 17+ (violence & profanity),7.1,16617.0,4412.0,4047,40369,39,,Production I.G,Inconnu,Inconnu,Action|Sci-Fi
12429,Last Exile: Ginyoku no Fam - Adjournment,TV Special,Original,2.0,2011-12-17,24 min per ep,PG-13 - Teens 13 or older,6.46,2857.0,8292.0,8322,7121,2,,Gonzo,Inconnu,Funimation,Action|Adventure|Sci-Fi
12431,Uchuu Kyoudai,TV,Manga,99.0,2012-04-01,24 min per ep,PG-13 - Teens 13 or older,8.48,56136.0,175.0,1324,210654,3947,spring,A-1 Pictures,Yomiuri Telecasting|Trinity Sound,Sentai Filmworks,Comedy
12433,Kyokugen Dasshutsu Adv: Zennin Shibou desu Prologue,ONA,Visual novel,1.0,2011-12-11,12 min,R - 17+ (violence & profanity),6.03,2561.0,10765.0,9112,5682,14,,Gonzo,Inconnu,Inconnu,Mystery
12437,Yuri Seijin Naoko-san (2012),OVA,Manga,1.0,2012-02-15,28 min,PG-13 - Teens 13 or older,6.39,7230.0,8725.0,6133,15169,34,,ufotable,Aniplex,Inconnu,Comedy|Girls Love
12439,"Soukou Kihei Votoms Vol.I: Stories of the ""A.T.Votoms""",OVA,Original,1.0,1985-06-21,55 min,R+ - Mild Nudity,6.71,518.0,6744.0,13616,1527,0,,Sunrise,Inconnu,Maiden Japan,Drama|Sci-Fi
12441,"Soukou Kihei Votoms Vol.II: Highlights from the ""A.T.Votoms""",OVA,Original,1.0,1985-07-20,57 min,PG - Children,6.55,490.0,7740.0,13931,1402,0,,Sunrise,Inconnu,Maiden Japan,Drama|Sci-Fi
12445,Tasogare Otome x Amnesia,TV,Manga,12.0,2012-04-09,23 min per ep,R - 17+ (violence & profanity),7.82,204946.0,1121.0,590,448973,4902,spring,SILVER LINK.,Square Enix|Media Factory,Sentai Filmworks,Horror|Mystery|Romance|Supernatural
12447,Ben-To Picture Drama,Special,Light novel,6.0,2011-12-21,9 min per ep,PG-13 - Teens 13 or older,6.07,4372.0,10517.0,6548,12888,1,,David Production,AT-X,Inconnu,Comedy
12449,Maken-Ki! Specials,Special,Manga,6.0,2011-12-21,10 min per ep,R+ - Mild Nudity,6.17,15331.0,9985.0,4286,36103,20,,AIC Spirits,AIC,Funimation,Sports|Ecchi
12451,Gattai Robot Atranger,OVA,Other,1.0,2011-12-29,13 min,PG-13 - Teens 13 or older,5.46,247.0,13309.0,16473,739,1,,AIC,Inconnu,Inconnu,Inconnu
12455,Yuu☆Yuu☆Hakusho: Mu Mu Hakusho - Nightmare Hakusho,OVA,Manga,4.0,1993-01-01,2 min per ep,PG-13 - Teens 13 or older,6.48,4451.0,8184.0,6983,11029,6,,Studio Pierrot,Inconnu,Funimation,Comedy
12461,Hiiro no Kakera,TV,Visual novel,13.0,2012-04-01,24 min per ep,PG-13 - Teens 13 or older,6.71,48352.0,6704.0,2134,118870,415,spring,Studio Deen,Bandai Visual|Yomiuri Telecasting|Lantis|Kids Station|Movic|DAX Production|Yomiuri TV Enterprise,Sentai Filmworks,Romance|Supernatural
12467,Nazo no Kanojo X,TV,Manga,13.0,2012-04-08,24 min per ep,PG-13 - Teens 13 or older,7.23,162575.0,3647.0,766,355767,3600,spring,Hoods Entertainment,Starchild Records|Yomiko Advertising|Kodansha|Atelier Musa,Sentai Filmworks,Romance
12471,Eureka Seven AO,TV,Manga,24.0,2012-04-13,24 min per ep,PG-13 - Teens 13 or older,6.65,44283.0,7107.0,2373,101478,201,spring,Bones,Bandai Visual|Kadokawa Shoten|Mainichi Broadcasting System|Bandai|Sony Music Entertainment|Bandai Namco Games|Sammy|Hakuhodo DY Media Partners|Bandai Channel|Fonishia,Funimation,Adventure|Drama|Sci-Fi
12477,Sakasama no Patema,Movie,Original,1.0,2013-11-09,1 hr 38 min,PG-13 - Teens 13 or older,7.93,144938.0,861.0,877,321167,1520,,Studio Rikka|Purple Cow Studio Japan,Directions|Asmik Ace|Good Smile Company|Kadokawa,GKIDS,Adventure|Award Winning|Sci-Fi
12481,Gregory Horror Show: The Second Guest,TV,Original,25.0,2000-04-01,3 min per ep,PG - Children,6.62,1096.0,7276.0,12212,2314,13,spring,Milky Cartoon,VAP|TV Asahi,Geneon Entertainment USA,Comedy|Horror|Mystery|Supernatural
12483,Gregory Horror Show: The Last Train,TV,Original,26.0,2000-10-07,3 min per ep,,6.32,913.0,9128.0,12597,2081,6,fall,Milky Cartoon,VAP|TV Asahi,Geneon Entertainment USA,Comedy|Horror|Mystery|Supernatural
12485,Gregory Horror Show: The Bloody Karte,Special,Original,12.0,2001-04-07,3 min per ep,PG-13 - Teens 13 or older,5.82,652.0,11821.0,13682,1498,0,,Milky Cartoon,VAP|TV Asahi,Geneon Entertainment USA,Comedy|Horror|Mystery|Supernatural
12487,Kyoukaisenjou no Horizon II,TV,Light novel,13.0,2012-07-08,24 min per ep,R+ - Mild Nudity,7.48,38608.0,2284.0,2588,87643,339,summer,Sunrise,Bandai Visual|Lantis|ASCII Media Works|Sony PCL,Sentai Filmworks,Action|Fantasy|Sci-Fi
12497,Garakuta-doori no Stain: Epilogue,OVA,Unknown,1.0,2003-10-11,31 min,PG - Children,6.17,288.0,9971.0,16558,726,1,,Inconnu,Inconnu,Funimation,Comedy
12499,Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess,Movie,Manga,1.0,2012-04-14,1 hr 50 min,G - All Ages,6.92,4112.0,5369.0,8373,7012,0,,Shin-Ei Animation,Inconnu,Inconnu,Comedy
12501,Ai Mai! Moe Can Change!,OVA,Game,1.0,2012-05-25,24 min,PG-13 - Teens 13 or older,5.45,3799.0,13329.0,8034,7747,9,,Frontier Works,Inconnu,Inconnu,Comedy|Sci-Fi
12503,Mirai Nikki (TV): Ura Mirai Nikki,Special,Manga,10.0,2012-01-27,2 min per ep,R - 17+ (violence & profanity),6.46,29752.0,8291.0,3230,60579,61,,asread.,Inconnu,Funimation,Comedy|Supernatural
12505,C³: Rinkan Gakkou Confusion!,Special,Light novel,1.0,2012-04-25,29 min,PG-13 - Teens 13 or older,6.69,15046.0,6826.0,4715,29280,9,,SILVER LINK.,Inconnu,Funimation,Action|Comedy|Supernatural|Ecchi
12521,Tentoumushi no Otomurai,Movie,Original,1.0,2006-01-01,5 min,G - All Ages,5.21,417.0,13966.0,16049,813,1,,Inconnu,Inconnu,Inconnu,Avant Garde
12529,Time-Patrol Bon: Fujiko F. Fujio Anime Special - SF Adventure,TV Special,Manga,1.0,1989-10-14,1 hr 35 min,PG-13 - Teens 13 or older,6.11,200.0,10338.0,15044,1063,0,,Gallop,Nippon Television Network,Inconnu,Action|Adventure
12531,Sakamichi no Apollon,TV,Manga,12.0,2012-04-13,22 min per ep,PG-13 - Teens 13 or older,8.29,182659.0,337.0,646,415647,7336,spring,Tezuka Productions|MAPPA,Dentsu|Fuji TV|TOHO|DAX Production|Sony Music Entertainment,Sentai Filmworks,Drama|Romance
12549,"Dakara Boku wa, H ga Dekinai.",TV,Light novel,12.0,2012-07-06,23 min per ep,R+ - Mild Nudity,6.52,222380.0,7892.0,595,445237,975,summer,feel.,Geneon Universal Entertainment|Sotsu|Lantis|AT-X|DAX Production|KlockWorx|Fujimi Shobo,Sentai Filmworks,Comedy|Romance|Supernatural|Ecchi
12551,Jisshuusei,OVA,Visual novel,1.0,2002-06-25,27 min,Rx - Hentai,4.89,275.0,,15056,1058,0,,Image House,Milky Animation Label,Inconnu,Hentai
12561,Benkei tai Ushiwaka,Movie,Other,1.0,1939-07-01,13 min,G - All Ages,5.25,848.0,13868.0,13207,1708,3,,Inconnu,Inconnu,Inconnu,Action|Comedy
12563,Punky Funky Baby,OVA,Unknown,1.0,1985-05-01,25 min,Rx - Hentai,4.43,373.0,,14535,1206,1,,All Products,Inconnu,Inconnu,Hentai
12565,Fate/Prototype,OVA,Original,1.0,2011-12-31,12 min,PG-13 - Teens 13 or older,6.62,59111.0,7274.0,2128,119128,111,,Lerche,Notes,Inconnu,Action|Fantasy|Romance
12569,Himitsu no Akko-chan (Movie),Movie,Unknown,1.0,1989-03-13,25 min,G - All Ages,6.05,326.0,10655.0,14811,1126,0,,Toei Animation,Inconnu,Inconnu,Inconnu
