mal_id,title,type,source,episodes,aired_from,duration,rating,score,scored_by,rank,popularity,members,favorites,season,studios,producers,licensors,genres
1,Cowboy Bebop,TV,Original,26.0,1998-04-03,24 min per ep,R - 17+ (violence & profanity),8.75,1059628.0,49.0,41,2051751,89485,spring,Sunrise,Bandai Visual|Victor Entertainment|Audio Planning U,Funimation,Action|Award Winning|Sci-Fi
5,Cowboy Bebop: Tengoku no Tobira,Movie,Original,1.0,2001-09-01,1 hr 55 min,R - 17+ (violence & profanity),8.38,231900.0,240.0,658,411149,1782,,Bones,Sunrise|Bandai Visual,Sony Pictures Entertainment|Funimation,Action|Sci-Fi
6,Trigun,TV,Manga,26.0,1998-04-01,24 min per ep,PG-13 - Teens 13 or older,8.22,400979.0,420.0,265,832801,17610,spring,Madhouse,Victor Entertainment|Arts Pro,Funimation,Action|Adventure|Sci-Fi
7,Witch Hunter Robin,TV,Original,26.0,2002-07-03,25 min per ep,PG-13 - Teens 13 or older,7.25,46538.0,3529.0,1989,129274,707,summer,Sunrise,Bandai Visual|Dentsu|Victor Entertainment,Funimation|Bandai Entertainment,Action|Drama|Mystery|Supernatural
8,Bouken Ou Beet,TV,Manga,52.0,2004-09-30,23 min per ep,PG - Children,7.01,7229.0,4900.0,5891,16881,18,fall,Toei Animation,TV Tokyo|Dentsu,Illumitoon Entertainment,Action|Adventure|Fantasy
15,Eyeshield 21,TV,Manga,145.0,2005-04-06,23 min per ep,PG-13 - Teens 13 or older,7.92,93613.0,872.0,1419,195854,2124,spring,Gallop,TV Tokyo|Nihon Ad Systems|TV Tokyo Music|Shueisha,VIZ Media|Sentai Filmworks,Sports
16,Hachimitsu to Clover,TV,Manga,24.0,2005-04-15,23 min per ep,PG-13 - Teens 13 or older,7.98,87205.0,774.0,984,285204,4207,spring,J.C.Staff,Dentsu|Genco|Fuji TV|Asmik Ace|Shueisha,VIZ Media|Discotek Media,Comedy|Drama|Romance
17,Hungry Heart: Wild Striker,TV,Manga,52.0,2002-09-11,23 min per ep,PG-13 - Teens 13 or older,7.59,14325.0,1812.0,4895,26976,243,fall,Nippon Animation,Inconnu,Inconnu,Sports
18,Initial D Fourth Stage,TV,Manga,24.0,2004-04-17,27 min per ep,PG-13 - Teens 13 or older,8.18,119469.0,477.0,1300,214740,1434,spring,A.C.G.T.,OB Planning,Funimation,Action|Drama
19,Monster,TV,Manga,74.0,2004-04-07,24 min per ep,R+ - Mild Nudity,8.89,509857.0,26.0,117,1323745,61859,spring,Madhouse,VAP|Nippon Television Network|Arts Pro,VIZ Media|Discotek Media,Drama|Mystery|Suspense
20,Naruto,TV,Manga,220.0,2002-10-03,23 min per ep,PG-13 - Teens 13 or older,8.02,2137881.0,721.0,9,3109995,86297,fall,Studio Pierrot,TV Tokyo|Aniplex,VIZ Media,Action|Adventure|Fantasy
21,One Piece,TV,Manga,,1999-10-20,24 min,PG-13 - Teens 13 or older,8.73,1525171.0,54.0,17,2671030,251194,fall,Toei Animation,Fuji TV|TAP,Funimation|4Kids Entertainment,Action|Adventure|Fantasy
22,Tennis no Oujisama,TV,Manga,178.0,2001-10-10,22 min per ep,PG-13 - Teens 13 or older,7.85,88803.0,1045.0,1407,197616,3073,fall,Trans Arts,Production I.G|TV Tokyo|Nihon Ad Systems,Funimation|VIZ Media,Sports
23,Ring ni Kakero 1,TV,Manga,12.0,2004-10-07,23 min per ep,PG - Children,6.6,1901.0,7425.0,9098,5702,3,fall,Toei Animation,Inconnu,Inconnu,Sports
24,School Rumble,TV,Manga,26.0,2004-10-05,23 min per ep,PG-13 - Teens 13 or older,7.89,154914.0,960.0,803,344854,5406,fall,Studio Comet,TV Tokyo|Sotsu|Marvelous Entertainment|Starchild Records|Media Factory|DAX Production,Funimation,Comedy|Romance
25,Sunabouzu,TV,Manga,24.0,2004-10-06,24 min per ep,R - 17+ (violence & profanity),7.37,58148.0,2803.0,1756,151722,880,fall,Gonzo,GDH|Pony Canyon|CBC Television|Omnibus Promotion|RKB Mainichi Broadcasting Corporation|Hokkaido Broadcasting,Funimation,Action|Adventure|Comedy|Sci-Fi|Ecchi
26,Texhnolyze,TV,Original,22.0,2003-04-17,23 min per ep,R+ - Mild Nudity,7.77,63881.0,1253.0,971,289148,5690,spring,Madhouse,Group TAC|Rondo Robe|Fuji TV|Pioneer LDC|Rakuonsha|Geneon Entertainment USA,Funimation,Avant Garde|Drama|Mystery|Sci-Fi|Suspense
27,Trinity Blood,TV,Light novel,24.0,2005-04-29,24 min per ep,R - 17+ (violence & profanity),7.29,84134.0,3273.0,1393,199954,1419,spring,Gonzo,Inconnu,Funimation,Action|Fantasy|Sci-Fi
28,Yakitate!! Japan,TV,Manga,69.0,2004-10-12,24 min per ep,PG-13 - Teens 13 or older,7.91,43311.0,914.0,2310,105212,950,fall,Sunrise,TV Tokyo|Aniplex|d-rights|Tohokushinsha Film Corporation|Atelier Musa,Nozomi Entertainment,Comedy|Gourmet
29,Zipang,TV,Manga,26.0,2004-10-08,24 min per ep,PG-13 - Teens 13 or older,7.54,8657.0,2039.0,5020,25405,207,fall,Studio Deen,Marvelous Entertainment|Animax|Pony Canyon|TBS,Geneon Entertainment USA,Action|Drama|Sci-Fi
30,Shinseiki Evangelion,TV,Original,26.0,1995-10-04,24 min per ep,PG-13 - Teens 13 or older,8.37,1211541.0,258.0,45,2023358,117545,fall,Gainax|Tatsunoko Production,TV Tokyo|Kadokawa Shoten|Nihon Ad Systems|Audio Tanaka,ADV Films|GKIDS,Avant Garde|Award Winning|Drama|Sci-Fi|Suspense
31,Shinseiki Evangelion Movie: Shi to Shinsei,Movie,Original,1.0,1997-03-15,1 hr 44 min,R - 17+ (violence & profanity),7.5,154795.0,2217.0,1001,280199,811,,Gainax|Production I.G|Tatsunoko Production,TV Tokyo|Toei Animation|Kadokawa Shoten|Movic|Sega|TV Tokyo Music|Audio Tanaka,GKIDS|Manga Entertainment,Drama|Sci-Fi|Suspense
32,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",Movie,Original,1.0,1997-07-19,1 hr 26 min,R+ - Mild Nudity,8.57,694977.0,126.0,179,1040019,32384,,Gainax|Production I.G,TV Tokyo|Toei Animation|Starchild Records|Kadokawa Shoten|Movic|Sega|TV Tokyo Music|King Records|Audio Tanaka,GKIDS|Manga Entertainment,Avant Garde|Drama|Sci-Fi|Suspense
33,Kenpuu Denki Berserk,TV,Manga,25.0,1997-10-08,23 min per ep,R+ - Mild Nudity,8.61,412257.0,110.0,304,764466,31578,fall,OLM,VAP|Hakusensha|Nippon Television Network,Media Blasters|Discotek Media,Action|Adventure|Drama|Fantasy|Horror
43,Koukaku Kidoutai,Movie,Manga,1.0,1995-11-18,1 hr 22 min,R+ - Mild Nudity,8.27,361524.0,352.0,338,702888,14327,,Production I.G,Bandai Visual|Kodansha|Aube,Manga Entertainment,Award Winning|Mystery|Sci-Fi|Suspense
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,OVA,Manga,4.0,1999-02-20,29 min per ep,R - 17+ (violence & profanity),8.69,144493.0,73.0,954,292536,6457,,Studio Deen,Aniplex,ADV Films|Aniplex of America,Action|Drama|Romance
45,Rurouni Kenshin: Meiji Kenkaku Romantan,TV,Manga,94.0,1996-01-10,25 min per ep,PG-13 - Teens 13 or older,8.28,248169.0,347.0,485,524698,10405,winter,Gallop|Studio Deen,Aniplex|SME Visual Works|Fuji TV,Media Blasters|Aniplex of America,Action|Comedy|Romance
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Movie,Manga,1.0,1997-12-20,1 hr 30 min,R - 17+ (violence & profanity),7.56,28781.0,1938.0,3390,55481,97,,Gallop,Fuji TV|Sony Music Entertainment,ADV Films|Aniplex of America,Drama
47,Akira,Movie,Manga,1.0,1988-07-16,2 hr 4 min,R+ - Mild Nudity,8.16,562849.0,497.0,208,953326,14929,,Tokyo Movie Shinsha,Mainichi Broadcasting System|Kodansha|Pioneer LDC|Bandai|TOHO|Sumitomo|Hakuhodo,Funimation|Bandai Entertainment|Geneon Entertainment USA|Bandai Visual USA|Streamline Pictures,Action|Horror|Sci-Fi
48,.hack//Sign,TV,Original,26.0,2002-04-04,24 min per ep,PG-13 - Teens 13 or older,6.96,87920.0,5140.0,1427,194626,1498,spring,Bee Train,Bandai Visual|Yomiko Advertising|Bandai|CyberConnect2,Funimation|Bandai Entertainment,Adventure|Fantasy|Mystery
49,Aa! Megami-sama!,OVA,Manga,5.0,1993-02-21,30 min per ep,PG-13 - Teens 13 or older,7.3,28521.0,3168.0,3289,58608,265,,AIC,Bandai Visual|KSS|Pony Canyon|TBS|Kodansha|Half H.P Studio|Nichion,AnimEigo,Comedy|Romance|Supernatural
50,Aa! Megami-sama! (TV),TV,Manga,24.0,2005-01-07,24 min per ep,PG-13 - Teens 13 or older,7.32,80695.0,3037.0,1620,169573,1173,winter,AIC,Bandai Visual|TBS|Imagine,Media Blasters|NYAV Post,Comedy|Romance|Supernatural
51,Tenshi Kinryouku,OVA,Manga,3.0,2000-05-25,29 min per ep,R+ - Mild Nudity,6.24,27899.0,9624.0,3490,52603,187,,HAL Film Maker,Bandai Visual|Lantis|Audio Tanaka,Media Blasters|Central Park Media,Action|Drama|Romance|Supernatural
52,Kidou Tenshi Angelic Layer,TV,Manga,26.0,2001-04-01,24 min per ep,PG-13 - Teens 13 or older,7.27,30212.0,3360.0,3166,62807,332,spring,Bones,Dentsu|TV Tokyo Music,ADV Films|Sentai Filmworks,Award Winning|Comedy|Drama|Sci-Fi
53,Ai Yori Aoshi,TV,Manga,24.0,2002-04-11,23 min per ep,PG-13 - Teens 13 or older,7.11,55795.0,4351.0,2153,117100,475,spring,J.C.Staff,Movic|Fuji TV|Pioneer LDC|Cosmic Ray,Funimation|Geneon Entertainment USA,Comedy|Drama|Romance
54,Appleseed (Movie),Movie,Manga,1.0,2004-04-17,1 hr 45 min,R - 17+ (violence & profanity),7.05,42880.0,4690.0,2785,78292,191,,Digital Frontier,Mainichi Broadcasting System|TOHO|TYO Animations|TYO|Geneon Entertainment,Sentai Filmworks|Geneon Entertainment USA,Sci-Fi
55,Arc the Lad,TV,Game,26.0,1999-04-05,22 min per ep,R - 17+ (violence & profanity),6.59,6755.0,7439.0,5699,18297,16,spring,Bee Train,Sony Pictures Entertainment|Aniplex|Sony Interactive Entertainment,ADV Films,Action|Adventure|Fantasy|Horror|Sci-Fi
56,Avenger,TV,Original,13.0,2003-10-02,23 min per ep,R - 17+ (violence & profanity),5.93,7470.0,11235.0,5596,19320,20,fall,Bee Train,Yomiko Advertising,Bandai Entertainment,Adventure|Fantasy|Sci-Fi
57,Beck,TV,Manga,26.0,2004-10-07,24 min per ep,R - 17+ (violence & profanity),8.29,151170.0,326.0,726,375672,9225,fall,Madhouse,Marvelous Entertainment|Starchild Records|Asatsu DK|Kodansha|DefSTAR Records,Funimation,Drama
58,Blue Gender,TV,Original,26.0,1999-10-08,23 min per ep,R+ - Mild Nudity,7.04,32539.0,4756.0,2560,89409,455,fall,AIC,Youmex|Toshiba EMI,Funimation,Adventure|Drama|Horror|Sci-Fi
59,Chobits,TV,Manga,26.0,2002-04-03,24 min per ep,PG-13 - Teens 13 or older,7.4,265462.0,2638.0,496,514285,4372,spring,Madhouse,TBS|Pioneer LDC,Funimation|Geneon Entertainment USA,Comedy|Drama|Romance|Sci-Fi|Ecchi
60,Chrno Crusade,TV,Manga,24.0,2003-11-25,23 min per ep,R - 17+ (violence & profanity),7.6,107672.0,1766.0,1188,237868,1969,fall,Gonzo,Lantis|Kadokawa Shoten|Fuji TV,ADV Films|Funimation,Action|Romance|Supernatural
61,D.N.Angel,TV,Manga,26.0,2003-04-03,23 min per ep,PG-13 - Teens 13 or older,7.16,101587.0,4057.0,1441,191938,1300,spring,Xebec,Kadokawa Shoten,ADV Films|Discotek Media,Action|Comedy|Fantasy|Romance
62,D.C.: Da Capo,TV,Visual novel,26.0,2003-07-05,23 min per ep,PG-13 - Teens 13 or older,6.73,31942.0,6554.0,2758,79448,199,summer,feel.|Zexcs,Lantis|King Records,Inconnu,Drama|Romance
63,DearS,TV,Manga,12.0,2004-07-11,23 min per ep,R+ - Mild Nudity,6.55,82592.0,7704.0,1709,157018,372,summer,Daume,Bandai Visual|HAL Film Maker|Genco|Lantis,Discotek Media|Geneon Entertainment USA,Comedy|Romance|Sci-Fi|Ecchi
64,Rozen Maiden,TV,Manga,12.0,2004-10-08,24 min per ep,PG-13 - Teens 13 or older,7.41,101965.0,2617.0,1278,219634,2133,fall,Nomad,Mellow Head|Pony Canyon|TBS|Memory-Tech,Sentai Filmworks|Geneon Entertainment USA,Action|Drama|Supernatural
65,Rozen Maiden: Träumend,TV,Manga,12.0,2005-10-21,24 min per ep,PG-13 - Teens 13 or older,7.62,61761.0,1710.0,2217,111428,492,fall,Nomad,Mellow Head|TBS,Sentai Filmworks|Geneon Entertainment USA,Action|Drama|Supernatural
66,Azumanga Daiou The Animation,TV,4-koma manga,26.0,2002-04-09,24 min per ep,PG-13 - Teens 13 or older,8.08,183369.0,613.0,634,425286,9381,spring,J.C.Staff,Genco|Lantis|Imagica|TV Tokyo Music|Cosmic Ray|King Records,ADV Films|Sentai Filmworks,Comedy
67,Basilisk: Kouga Ninpou Chou,TV,Manga,24.0,2005-04-13,24 min per ep,R - 17+ (violence & profanity),7.54,81995.0,2001.0,1372,203418,1466,spring,Gonzo,GDH|Kodansha|Sotsu Music Publishing|Future Vision Music,Funimation,Action|Drama|Romance
68,Black Cat,TV,Manga,23.0,2005-10-07,24 min per ep,PG-13 - Teens 13 or older,7.32,133651.0,3040.0,991,283011,1854,fall,Gonzo,GDH|Dentsu|TBS|Sotsu Music Publishing|Future Vision Music,Funimation,Action|Adventure|Sci-Fi
69,Cluster Edge,TV,Original,25.0,2005-10-05,24 min per ep,PG-13 - Teens 13 or older,6.4,3458.0,8630.0,6759,11929,15,fall,Sunrise,Bandai Visual|Imagine,Sentai Filmworks,Action|Fantasy|Sci-Fi
71,Full Metal Panic!,TV,Light novel,24.0,2002-01-08,24 min per ep,R - 17+ (violence & profanity),7.59,251532.0,1805.0,475,530236,4488,winter,Gonzo,Kadokawa Shoten|KlockWorx,ADV Films|Funimation,Comedy
72,Full Metal Panic? Fumoffu,TV,Light novel,12.0,2003-08-26,24 min per ep,PG-13 - Teens 13 or older,8.02,181660.0,714.0,906,311460,3019,summer,Kyoto Animation,Tatsunoko Production|Kadokawa Shoten|Fuji TV|Imagica|Rakuonsha|Kadokawa Pictures Japan|KlockWorx|Happinet Pictures|Animation Do,ADV Films|Funimation,Action|Comedy
73,Full Metal Panic! The Second Raid,TV,Light novel,13.0,2005-07-14,24 min per ep,R - 17+ (violence & profanity),7.91,153791.0,900.0,1027,273367,1310,summer,Kyoto Animation,WOWOW|Kadokawa Shoten|KlockWorx|Happinet Pictures,ADV Films|Funimation|Kadokawa Pictures USA,Inconnu
74,Gakuen Alice,TV,Manga,26.0,2004-10-30,25 min per ep,G - All Ages,7.66,54300.0,1556.0,2282,106967,1515,fall,Group TAC,Aniplex|Sogo Vision,Nozomi Entertainment,Comedy
75,Soukyuu no Fafner: Dead Aggressor,TV,Original,25.0,2004-07-05,24 min per ep,PG-13 - Teens 13 or older,7.3,16426.0,3217.0,3474,53134,276,summer,Xebec,TV Tokyo Music|King Records,Funimation|Geneon Entertainment USA,Drama|Sci-Fi
76,Mahou Shoujo Lyrical Nanoha,TV,Original,13.0,2004-10-03,25 min per ep,PG-13 - Teens 13 or older,7.43,44490.0,2509.0,2221,111144,1093,fall,Seven Arcs,Starchild Records|Omnibus Promotion,Discotek Media|Geneon Entertainment USA,Action|Comedy|Drama
77,Mahou Shoujo Lyrical Nanoha A's,TV,Original,13.0,2005-10-02,25 min per ep,PG-13 - Teens 13 or older,7.97,35784.0,804.0,2987,69764,1025,fall,Seven Arcs,Starchild Records|Omnibus Promotion,Discotek Media|Geneon Entertainment USA,Action|Comedy|Drama
79,Shuffle!,TV,Visual novel,24.0,2005-07-08,24 min per ep,R+ - Mild Nudity,7.01,139693.0,4941.0,950,292995,1516,summer,asread.,Xebec|Lantis|Kadokawa Shoten|KlockWorx|Memory-Tech,Funimation,Comedy|Fantasy|Romance|Ecchi
80,Kidou Senshi Gundam,TV,Original,43.0,1979-04-07,24 min per ep,PG-13 - Teens 13 or older,7.78,68734.0,1213.0,1757,151667,2712,spring,Sunrise,Sotsu|Nagoya Broadcasting Network,Nozomi Entertainment|Bandai Entertainment,Drama|Sci-Fi
81,Kidou Senshi Gundam: Dai 08 MS Shoutai,OVA,Original,12.0,1996-01-25,24 min per ep,PG-13 - Teens 13 or older,8.01,51820.0,732.0,2480,94309,1219,,Sunrise,Atelier Musa,Nozomi Entertainment|Bandai Entertainment,Drama|Romance|Sci-Fi
82,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,OVA,Original,6.0,1989-03-25,27 min per ep,PG-13 - Teens 13 or older,8.03,39065.0,705.0,2963,70515,1229,,Sunrise,Bandai Visual,Nozomi Entertainment|Bandai Entertainment,Drama|Sci-Fi
83,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,Movie,Original,1.0,1998-08-01,52 min,PG-13 - Teens 13 or older,6.73,7343.0,6561.0,6156,15023,6,,Sunrise,Sotsu|Atelier Musa,Nozomi Entertainment|Bandai Entertainment,Drama|Romance|Sci-Fi
84,Kidou Senshi Gundam 0083: Stardust Memory,OVA,Original,13.0,1991-05-23,28 min per ep,PG-13 - Teens 13 or older,7.23,29308.0,3635.0,3512,52073,282,,Sunrise,Bandai Visual,Nozomi Entertainment|Bandai Entertainment,Drama|Romance|Sci-Fi
85,Kidou Senshi Zeta Gundam,TV,Original,50.0,1985-03-02,24 min per ep,PG-13 - Teens 13 or older,7.92,45273.0,881.0,2582,87940,2720,spring,Sunrise,Sotsu|Nagoya Broadcasting Network,Nozomi Entertainment|Bandai Entertainment,Drama|Romance|Sci-Fi
86,Kidou Senshi Gundam ZZ,TV,Original,47.0,1986-03-01,24 min per ep,PG-13 - Teens 13 or older,6.73,26082.0,6560.0,3533,51462,223,spring,Sunrise,Sotsu|Nagoya Broadcasting Network,Nozomi Entertainment,Comedy|Drama|Sci-Fi
87,Kidou Senshi Gundam: Gyakushuu no Char,Movie,Novel,1.0,1988-03-12,1 hr 59 min,PG-13 - Teens 13 or older,7.72,35310.0,1373.0,3263,59253,616,,Sunrise,Sotsu|Nozomi Entertainment|Atelier Musa,Bandai Entertainment,Drama|Sci-Fi
88,Kidou Senshi Gundam F91,Movie,Original,1.0,1991-03-16,2 hr,PG-13 - Teens 13 or older,6.6,20586.0,7411.0,4179,37979,91,,Sunrise,Sotsu|Shochiku|Atelier Musa|Nagoya Broadcasting Network,Nozomi Entertainment|Bandai Entertainment,Drama|Sci-Fi
89,Kidou Senshi Victory Gundam,TV,Original,51.0,1993-04-02,24 min per ep,PG-13 - Teens 13 or older,6.79,13123.0,6207.0,4503,32384,171,spring,Sunrise,TV Asahi|Sotsu|Apollon,Nozomi Entertainment,Drama|Sci-Fi
90,Shin Kidou Senki Gundam Wing,TV,Original,49.0,1995-04-07,24 min per ep,PG-13 - Teens 13 or older,7.67,95037.0,1539.0,1605,171546,2479,spring,Sunrise,TV Asahi,Nozomi Entertainment|Bandai Entertainment,Drama|Sci-Fi
91,Shin Kidou Senki Gundam Wing: Endless Waltz,OVA,Original,3.0,1997-01-25,30 min per ep,PG-13 - Teens 13 or older,7.75,29436.0,1300.0,3516,51893,181,,Sunrise,Bandai Visual|Sotsu,Bandai Entertainment,Award Winning|Drama|Sci-Fi
92,Kidou Shinseiki Gundam X,TV,Original,39.0,1996-04-05,24 min per ep,PG-13 - Teens 13 or older,7.4,17983.0,2648.0,4036,40667,246,spring,Sunrise,TV Asahi|Sotsu,Nozomi Entertainment,Adventure|Drama|Sci-Fi
93,Kidou Senshi Gundam SEED,TV,Original,50.0,2002-10-05,24 min per ep,R - 17+ (violence & profanity),7.74,102257.0,1313.0,1488,185272,3747,fall,Sunrise,Sotsu|Asatsu DK|Mainichi Broadcasting System|Sony Music Entertainment|Atelier Musa,Nozomi Entertainment|Bandai Entertainment|NYAV Post,Award Winning|Drama|Romance|Sci-Fi
94,Kidou Senshi Gundam SEED Destiny,TV,Original,50.0,2004-10-09,24 min per ep,R - 17+ (violence & profanity),7.17,69738.0,3989.0,2154,117099,1159,fall,Sunrise,Sotsu|Mainichi Broadcasting System|Sony Music Entertainment,Nozomi Entertainment|Bandai Entertainment|NYAV Post,Drama|Romance|Sci-Fi
95,Turn A Gundam,TV,Original,50.0,1999-04-09,24 min per ep,PG-13 - Teens 13 or older,7.85,19794.0,1047.0,3372,55852,1261,spring,Sunrise,Sotsu|Fuji TV,Nozomi Entertainment,Adventure|Award Winning|Drama|Romance|Sci-Fi
96,Kidou Butouden G Gundam,TV,Original,49.0,1994-04-01,24 min per ep,PG-13 - Teens 13 or older,7.61,40428.0,1738.0,2833,75752,1140,spring,Sunrise,TV Asahi|Sotsu,Nozomi Entertainment|Bandai Entertainment,Drama|Romance|Sci-Fi
97,Last Exile,TV,Original,26.0,2003-04-08,24 min per ep,PG-13 - Teens 13 or older,7.79,74254.0,1188.0,1471,188089,1958,spring,Gonzo,GDH|Victor Entertainment|TV Tokyo Music,Funimation|Geneon Entertainment USA,Action|Adventure|Sci-Fi
98,Mai-HiME,TV,Original,26.0,2004-10-01,23 min per ep,PG-13 - Teens 13 or older,7.41,53761.0,2604.0,2083,122170,1154,fall,Sunrise,Bandai Visual|TV Tokyo Music,Funimation|Bandai Entertainment,Action|Girls Love
99,Mai-Otome,TV,Original,26.0,2005-10-07,23 min per ep,PG-13 - Teens 13 or older,7.3,26506.0,3190.0,3431,54438,314,fall,Sunrise,Bandai Visual|Lantis|TV Tokyo Music,Funimation|Bandai Entertainment,Comedy|Drama|Fantasy
100,Shin Shirayuki-hime Densetsu Prétear,TV,Manga,13.0,2001-04-04,23 min per ep,PG-13 - Teens 13 or older,7.17,30528.0,4020.0,2999,69124,468,spring,HAL Film Maker,Kadokawa Shoten|Rondo Robe,ADV Films|Funimation,Drama|Romance
101,Air,TV,Visual novel,12.0,2005-01-07,24 min per ep,PG-13 - Teens 13 or older,7.27,159213.0,3329.0,901,312928,2765,winter,Kyoto Animation,Pony Canyon|TBS|Movic,ADV Films|Funimation,Drama|Romance|Supernatural
102,Aishiteruze Baby★★,TV,Manga,26.0,2004-04-03,25 min per ep,PG-13 - Teens 13 or older,7.44,55380.0,2438.0,2269,107663,564,spring,TMS Entertainment,Animax|Toei Video,Inconnu,Comedy|Drama|Romance
103,Akazukin Chacha,TV,Manga,74.0,1994-01-07,24 min per ep,G - All Ages,7.53,6439.0,2043.0,5728,18086,112,winter,Gallop,Nihon Ad Systems|Shueisha,Inconnu,Adventure|Comedy|Romance
104,Ayashi no Ceres,TV,Manga,24.0,2000-04-20,21 min per ep,R - 17+ (violence & profanity),7.18,28784.0,3912.0,3064,66585,498,spring,Studio Pierrot,Bandai Visual|Shogakukan,VIZ Media|Discotek Media,Adventure|Drama|Horror|Romance|Supernatural
105,Boys Be...,TV,Manga,13.0,2000-04-11,23 min per ep,PG-13 - Teens 13 or older,6.43,10139.0,8439.0,4988,25706,49,spring,HAL Film Maker,Inconnu,Nozomi Entertainment,Comedy|Romance
106,Hana yori Dango,TV,Manga,51.0,1996-09-08,24 min per ep,PG-13 - Teens 13 or older,7.59,27303.0,1808.0,3046,67434,841,fall,Toei Animation,Asatsu DK|Asahi Broadcasting,VIZ Media|Discotek Media,Drama|Romance
107,Ou Dorobou Jing,TV,Manga,13.0,2002-05-15,24 min per ep,PG-13 - Teens 13 or older,7.21,15435.0,3774.0,4050,40330,213,spring,Studio Deen,Aniplex,ADV Films,Adventure|Comedy|Fantasy|Sci-Fi
108,Ou Dorobou Jing in Seventh Heaven,OVA,Manga,3.0,2004-01-21,28 min per ep,PG-13 - Teens 13 or older,7.24,5783.0,3582.0,6372,13749,27,,Studio Deen,Aniplex,ADV Films|Funimation,Adventure|Comedy|Fantasy
109,Bakuretsu Tenshi,TV,Original,24.0,2004-04-07,23 min per ep,PG-13 - Teens 13 or older,6.79,32682.0,6180.0,2822,76432,242,spring,Gonzo,GDH|TV Asahi|Imagica,Funimation,Adventure|Sci-Fi
110,Chuuka Ichiban!,TV,Manga,52.0,1997-04-27,23 min per ep,PG-13 - Teens 13 or older,7.59,8834.0,1801.0,5340,21826,125,spring,Nippon Animation,Inconnu,Inconnu,Action|Comedy|Drama|Gourmet
111,Corrector Yui,TV,Original,52.0,1999-04-09,25 min per ep,G - All Ages,6.98,7949.0,5051.0,5577,19431,98,spring,Nippon Animation,NHK|Studio Tron,VIZ Media,Adventure|Comedy|Sci-Fi
112,Chou Henshin Cosprayers,TV,Original,8.0,2004-01-13,17 min per ep,PG-13 - Teens 13 or older,4.96,3734.0,14353.0,7289,9968,4,winter,Imagin|Studio Live,m.o.e.,Inconnu,Action|Adventure|Comedy|Fantasy|Sci-Fi|Ecchi
113,Uchuu no Stellvia,TV,Original,26.0,2003-04-03,23 min per ep,PG-13 - Teens 13 or older,7.39,10476.0,2715.0,4869,27228,129,spring,Xebec,Starchild Records|TV Tokyo Music,Discotek Media|Geneon Entertainment USA,Romance|Sci-Fi
114,Sakigake!! Cromartie Koukou,TV,Manga,26.0,2003-10-03,11 min per ep,PG-13 - Teens 13 or older,7.89,58439.0,959.0,1726,154569,1774,fall,Production I.G,TV Tokyo Music,ADV Films|Sentai Filmworks|Discotek Media,Comedy
115,Ijigen no Sekai El-Hazard,TV,Original,13.0,1998-01-08,24 min per ep,PG-13 - Teens 13 or older,6.83,5683.0,5940.0,6442,13390,10,winter,AIC,Pioneer LDC,Nozomi Entertainment|Geneon Entertainment USA,Adventure|Comedy|Fantasy
116,Shinpi no Sekai El-Hazard (TV),TV,Original,26.0,1995-10-06,23 min per ep,PG-13 - Teens 13 or older,6.98,7967.0,5080.0,5492,20267,41,fall,AIC,TV Tokyo|SoftX|Pioneer LDC|TV Tokyo Music|Atelier Musa|Arts Pro,Nozomi Entertainment|Geneon Entertainment USA,Adventure|Comedy|Fantasy|Romance
117,Shinpi no Sekai El-Hazard,OVA,Original,7.0,1995-05-26,34 min per ep,PG-13 - Teens 13 or older,7.29,8850.0,3268.0,5242,22767,107,,AIC,Pioneer LDC|Arts Pro,Nozomi Entertainment|Geneon Entertainment USA,Adventure|Comedy|Fantasy|Romance
118,Shinpi no Sekai El-Hazard Season 2,OVA,Original,4.0,1997-03-21,30 min per ep,PG-13 - Teens 13 or older,6.84,5018.0,5889.0,7108,10610,6,,AIC,Pioneer LDC|Arts Pro,Nozomi Entertainment|Geneon Entertainment USA,Adventure|Comedy|Fantasy
119,Final Approach,TV,Visual novel,13.0,2004-10-03,14 min per ep,PG-13 - Teens 13 or older,6.52,18457.0,7897.0,4198,37500,50,fall,Trinet Entertainment|Zexcs,Inconnu,Inconnu,Comedy|Drama|Romance
120,Fruits Basket,TV,Manga,26.0,2001-07-05,24 min per ep,PG-13 - Teens 13 or older,7.69,294749.0,1456.0,438,567170,10010,summer,Studio Deen,TV Tokyo|Nihon Ad Systems|King Records,Funimation,Drama|Romance|Supernatural
121,Fullmetal Alchemist,TV,Manga,51.0,2003-10-04,24 min per ep,R - 17+ (violence & profanity),8.12,931774.0,556.0,88,1556106,26870,fall,Bones,Aniplex|Dentsu|Square Enix|Mainichi Broadcasting System,Funimation|Aniplex of America,Action|Adventure|Award Winning|Drama|Fantasy
